created_at,closed_at,summary,address
2017-01-05T19:40:20-05:00,,Tree Service,2185 6th Ave. Sacramento Ca
2017-01-05T19:29:16-05:00,2017-01-28T01:31:24-05:00,Lagoon Maintenance,"Powell Street & Oak Street Alameda, California"
2017-01-05T19:28:34-05:00,,Curb and Gutter,"1415 Southwest Eden Court Topeka, Kansas"
2017-01-05T19:20:15-05:00,,Building Violation,"4349 W West End Ave CHICAGO, IL 60624"
2017-01-05T19:19:25-05:00,,Traffic Issue,"Corner Of 27th Ave South And 14th Street South
"
2017-01-05T19:06:16-05:00,,Potholes/Road Hazards,"52 Beacham St. Everett, Massachusetts"
2017-01-05T19:02:13-05:00,,Snow/Ice (Streets),"8 Northstar Close St. Albert, Alberta"
2017-01-05T18:58:04-05:00,,Building Violation,"2514 E 78th St CHICAGO, IL 60649"
2017-01-05T18:40:38-05:00,,Road Conditions,"8 Phillips Street Watertown, Massachusetts"
2017-01-05T18:39:29-05:00,,Neighborhood,3070 Highway 29 N
2017-01-05T18:38:43-05:00,,Junky filthy back yard jan 5 2017 ,"6619 Santaolina Drive Memphis, Tennessee"
2017-01-05T18:21:43-05:00,,Trash Screening,"1203 Belt Missouri City, Texas"
2017-01-05T18:00:36-05:00,,Pothole/patch,"449 Union Mill Road Mount Laurel, New Jersey"
2017-01-05T17:58:56-05:00,,Alley Clearing,"750 7th Ave N St. Petersburg, FL 33701, USA"
2017-01-05T17:55:06-05:00,,Graffiti,"11th Ave Ne St. Petersburg, FL 33701, USA"
2017-01-05T17:52:03-05:00,,Graffiti,"11th Ave Ne St. Petersburg, FL 33701, USA"
2017-01-05T17:49:23-05:00,,Building Violation,4716 S Kildare Ave South Side
2017-01-05T17:41:21-05:00,,Other,"34 N Lombardy St Richmond, VA 23220, USA"
2017-01-05T17:39:54-05:00,,Bandit sign,"4518 W Wendover Ave Greensboro, NC 27409, USA"
2017-01-05T17:36:05-05:00,,Nuisance On Property,"5258 Briarbend Street, Houston, Texas"
2017-01-05T17:35:48-05:00,,Blind pedestrian sign knocked over,"6800 Us-1 West Palm Beach, FL 33405, USA"
2017-01-05T17:31:04-05:00,,Graffiti,Market & Dolly Madison Greensboro Nc
2017-01-05T17:15:21-05:00,,Pothole,"2726 Madeline St Oakland, CA 94602, USA"
2017-01-05T17:08:51-05:00,,Facility Maintenance,"111 N. Front St Kyle, Texas"
2017-01-05T17:08:17-05:00,,Giant pothole ,"6191 Chemin De La CôTe-Saint-Luc Montréal, QC H3X 2H1, Canada"
2017-01-05T17:01:20-05:00,,For. 909 to the w. Hotel. ,654. Howard. 
2017-01-05T17:00:07-05:00,2017-07-05T10:29:58-04:00,Playground equipment,"Pioneer Park Sarasota, Florida"
2017-01-05T16:59:06-05:00,,Issues within a Private Property,"421 Sw 64 Way Pembroke Pines, Florida"
2017-01-05T16:57:12-05:00,2017-01-17T05:01:34-05:00,Illegal Dumping,"7200-7298 Spencer Street Oakland, California"
2017-01-05T16:55:18-05:00,,Water/sewer Issues,"396 Manila Avenue Jersey City, NJ"
2017-01-05T16:53:16-05:00,,Park Maintenance,"4847 Geranium Pl Oakland, CA 94619, USA"
2017-01-05T16:52:35-05:00,,Post to neighbors,"Detroit TX 75436, Detroit, Texas"
2017-01-05T16:52:20-05:00,,Restaurant Complaint,1611 W Harrison St Near West Side
2017-01-05T16:49:12-05:00,,Post to Neighbors,Address Unavailable
2017-01-05T16:40:31-05:00,,Nuisance On Property,"2916 Mangum Rd Houston, TX 77092, USA"
2017-01-05T16:37:20-05:00,,Building Violation,5508 N Western Ave Lincoln Square
2017-01-05T16:32:26-05:00,,Damage backplate on 5-sections r/t,"4414 Grandover Pkwy Greensboro, NC 27407, USA"
2017-01-05T16:22:10-05:00,,Sanitation Department,"701-799 62nd Place South Saint Petersburg, Florida"
2017-01-05T16:16:23-05:00,,Bike Share Station Location Request,"175 Lighthouse Road New Haven, Connecticut"
2017-01-05T16:10:40-05:00,2017-01-05T18:33:46-05:00,Trash Screening,"1122 Manorglen Missouri City, Texas"
2017-01-05T16:09:50-05:00,2017-01-05T18:33:46-05:00,Trash Screening,"1119 Manorglen Missouri City, Texas"
2017-01-05T16:08:58-05:00,2017-01-05T18:33:46-05:00,Trash Screening,"1118 Manorglen Missouri City, Texas"
2017-01-05T16:05:33-05:00,,Sanitation Department,"626 29th Avenue South Saint Petersburg, Florida"
2017-01-05T16:04:55-05:00,,Emptied Sandbags on Lawn,"3172 Cardinal Ann Arbor, Michigan"
2017-01-05T16:02:43-05:00,,Sanitation Department,"525 29th Avenue South Saint Petersburg, Florida"
2017-01-05T16:00:42-05:00,,Road Name Sign Missing,"201 North Park Drive Greensboro, North Carolina"
2017-01-05T15:56:32-05:00,,street lights,Holland Rd
2017-01-05T15:56:05-05:00,,Trash Screening,"1115 Manorglen Missouri City, Texas"
2017-01-05T15:55:32-05:00,,Sanitation Department,"2420 5th Street South Saint Petersburg, Florida"
2017-01-05T15:53:25-05:00,,Other: Other City Services,"7798 Krause Ave Oakland, CA 94605, USA"
2017-01-05T15:49:31-05:00,,Trash Screening,"919 Manorglen Missouri City, Texas"
2017-01-05T15:46:20-05:00,,Problem Properties,3 Kearsarge Ave Woburn Massachusetts
2017-01-05T15:43:07-05:00,,Post to neighbors,"5366 South Center Street Clarksville, Texas"
2017-01-05T15:37:03-05:00,,Sanitation Department,"605 15 Th N Saint Petersburg, Florida"
2017-01-05T15:30:54-05:00,,Signs / Bus Shelters / Pavement Markings,"289-297 York Street New Haven, Connecticut"
2017-01-05T15:21:58-05:00,,Trash Screening,"2510 Brookford Missouri City, Texas"
2017-01-05T15:17:20-05:00,,Tree Trimming/Removal,"1060-1098 North Shore Drive Northeast Saint Petersburg, Florida"
2017-01-05T15:10:24-05:00,,Sanitation Department,"1969 Illinois Avenue Northeast Saint Petersburg, Florida"
2017-01-05T15:06:03-05:00,,Graffiti,"2565 West St Oakland, CA 94612, USA"
2017-01-05T15:04:51-05:00,,Potholes,"1100 Crown Colony Drive Quincy, Massachusetts"
2017-01-05T14:56:12-05:00,,Bike Share Station Location Request,"553-565 Chapel Street New Haven, Connecticut"
2017-01-05T14:54:47-05:00,2017-10-12T08:09:06-04:00,Missed Sanitation Collection,"820 Derrydown Way Decatur, Georgia"
2017-01-05T14:53:20-05:00,,Bike Share Station Location Request,"214-218 Grand Avenue New Haven, Connecticut"
2017-01-05T14:51:12-05:00,,Bike Share Station Location Request,"1227 Chapel Street New Haven, Connecticut"
2017-01-05T14:51:08-05:00,,Rubbish Collection,"501 West 144th Street East Chicago, IN"
2017-01-05T14:49:58-05:00,,Bike Share Station Location Request,"900 Chapel Street New Haven, Connecticut"
2017-01-05T14:46:52-05:00,,Nuisance On Property,"1416 Aldrich St Houston, TX 77055, USA"
2017-01-05T14:41:44-05:00,,Residential Trash Cans,"3505 Redington Dr Greensboro, North Carolina"
2017-01-05T14:39:11-05:00,,Sidewalk Repair,"4501 Wisconsin Ave Nw Washington, DC 20016, USA"
2017-01-05T14:34:43-05:00,,Snowplow snow issues,"924 North 400 East Bountiful, Utah"
2017-01-05T14:20:46-05:00,,Other Issues,"36 Orange St Westfield, Massachusetts"
2017-01-05T14:18:42-05:00,,Car for tow.       ,"28th St N Wisconsin Rapids, WI"
2017-01-05T14:17:14-05:00,,Sanitation Department,"1270 12th Avenue South Saint Petersburg, Florida"
2017-01-05T14:11:22-05:00,,Other,"7015 Rocky Creek Memphis, Tennessee"
2017-01-05T14:07:03-05:00,,Street/Traffic Issue (Other than Pothole),"3250 Morcom Ave Oakland, CA 94619, USA"
2017-01-05T14:04:42-05:00,,Street Lamp,"Elm And College Streets New Haven, Connecticut"
2017-01-05T13:50:49-05:00,,The city is cutting down a tree,780 Howard
2017-01-05T13:44:17-05:00,,Graffiti,"447 Perkins St Oakland, CA 94610, USA"
2017-01-05T13:44:07-05:00,,Bike Share Station Location Request,"289-297 Howard Ave New Haven, CT 06519, USA"
2017-01-05T13:42:35-05:00,,Meet. And. Greet. With. Natasha,180. New Montgomery
2017-01-05T13:41:26-05:00,,Bags with advertisements all over town,"Everywhere Torrington, Connecticut"
2017-01-05T13:35:36-05:00,,Other,"4619 28th Ave N Saint Petersburg, Florida"
2017-01-05T13:35:26-05:00,,Other: Other City Services,"4497-4527 Fleming Avenue Oakland, California"
2017-01-05T13:35:16-05:00,,illegal dumping,"1218 Monte Diablo Ave San Mateo, CA 94401, USA"
2017-01-05T13:35:01-05:00,,Post to neighbors,1555 Peachtree Street Northeast Atlanta Georgia
2017-01-05T13:32:45-05:00,,Issues within a Private Property,"7151 Sw 11 St Pembroke Pines, Florida"
2017-01-05T13:31:30-05:00,,Restaurant Complaint,"1901 W Irving Park Rd CHICAGO, IL 60613"
2017-01-05T13:28:25-05:00,,Skyways,"406 Wacouta St St Paul, MN 55101, USA"
2017-01-05T13:27:10-05:00,,Abandoned vehicle in road - Unsafe,"304 Wax Myrtle Court Cary, North Carolina"
2017-01-05T13:25:42-05:00,,Trash Screening,"12611 Miriam Missouri City, Texas"
2017-01-05T13:15:08-05:00,,Meet. &. Greet. With. Jose. ,11. 3st. 
2017-01-05T13:09:38-05:00,,Illegal Dumping,"5121 Ygnacio Ave Oakland, CA 94601, USA"
2017-01-05T13:09:36-05:00,,Illegal Dumping,"5121 Ygnacio Ave Oakland, CA 94601, USA"
2017-01-05T13:09:33-05:00,,Illegal Dumping,"5121 Ygnacio Ave Oakland, CA 94601, USA"
2017-01-05T13:00:35-05:00,2017-01-05T16:11:05-05:00,Street Light Out,"80-90 Bunnie Trail Ellenwood, Georgia"
2017-01-05T12:58:32-05:00,,Building Violation,"10206 S Walden Pkwy CHICAGO, IL 60643"
2017-01-05T12:54:32-05:00,,Trash Screening,"12630 Meriam Missouri City, Texas"
2017-01-05T12:52:19-05:00,,Deceased Animal,"341 Exchange Street New Haven, CT"
2017-01-05T12:49:09-05:00,,Building Violation,4048 N Mozart St Irving Park
2017-01-05T12:46:14-05:00,,Building Violation,4022 N Mozart St Irving Park
2017-01-05T12:45:25-05:00,,Streets Repair,Park Lighted Clock Has Face Light Burnt Out
2017-01-05T12:38:23-05:00,,Trash Screening,"12631 Meriam Missouri City, Texas"
2017-01-05T12:34:01-05:00,,Municipal Trash Bins Needed,"Anthony Street And Fountain New Haven, CT"
2017-01-05T12:29:18-05:00,,Parking Enforcement,"20th And Telegraph Oakland, California"
2017-01-05T12:27:16-05:00,,Hiking Trail Illegal Dumping,"2698 Hansen Raod Hayward, California"
2017-01-05T12:26:28-05:00,,Police - Non Emergency,Blandin Ave
2017-01-05T12:21:13-05:00,,Two. 909. To. Bluebottle coffee,85. 5st. 
2017-01-05T12:19:07-05:00,,Sidewalk Repair,"1817 Vermont Ave Washington, District of Columbia"
2017-01-05T12:18:12-05:00,,dangerous sewer grate,"61 114th Street Troy, New York"
2017-01-05T12:17:26-05:00,,Storm Drain Issue/Flooding,"3090 15th Avenue South Saint Petersburg, Florida"
2017-01-05T12:15:22-05:00,,Storm Drain Issue/Flooding,"3090 15th Avenue South Saint Petersburg, Florida"
2017-01-05T12:09:39-05:00,,Abandoned Cars,"3301 Woodrow Ave  Richmond, Virginia"
2017-01-05T11:48:00-05:00,,Sanitation Department,"2331 Calexico Way S Saint Petersburg, Florida"
2017-01-05T11:43:48-05:00,,Sanitation Department,"54th Avenue S At 34th Street Saint Petersburg, Florida"
2017-01-05T11:40:45-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","5858 Atwell Rd Toledo, OH 43613, USA"
2017-01-05T11:34:12-05:00,,Sanitation Department,"527 90th Ave N Saint Petersburg, Florida"
2017-01-05T11:29:33-05:00,,Street Sweeping,"No 2 Rd & River Rd Richmond, BC V7C, Canada"
2017-01-05T11:25:39-05:00,,Sidewalks,"101 W Ponce De Leon Ave Decatur, GA 30030, USA"
2017-01-05T11:22:10-05:00,,Streets - Potholes/Depression,Ascot Dr & Mountain Blvd 
2017-01-05T11:18:42-05:00,,Sidewalk/Curb Damage,"Bernie Orourke Drive Middletown, Connecticut"
2017-01-05T11:12:55-05:00,,Street Repair,"2200 Se Virginia Ave Topeka, KS 66605, USA"
2017-01-05T11:12:13-05:00,,Other City Issue,"1185 Cove Road New Bedford, Massachusetts"
2017-01-05T11:09:19-05:00,,Water/sewer Issues,Jersey City NJ
2017-01-05T11:09:02-05:00,,Parking Enforcement,"9272-9298 Railroad Avenue Oakland, California"
2017-01-05T11:06:29-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","1859 Eastgate Rd Toledo, OH 43614, USA"
2017-01-05T11:03:28-05:00,,Restaurant Complaint,"3900 N Lincoln Ave CHICAGO, IL 60613"
2017-01-05T10:58:43-05:00,,Street Repair,"2895-2899 Se Adams St Topeka, KS 66605, USA"
2017-01-05T10:53:08-05:00,,Blocked Catch Basin,"20506 Klinger Detroit, Michigan"
2017-01-05T10:50:43-05:00,,Platt Street Ice Rink (again),"142 Platt Street (Area) Ansonia, Connecticut"
2017-01-05T10:47:18-05:00,,Junk car / Trash / Code issues,"1003 3rd Street Northwest Canton, Ohio"
2017-01-05T10:46:27-05:00,,Street/Traffic Issue (Other than Pothole),"6401 Brookside Avenue Oakland, California"
2017-01-05T10:41:02-05:00,,Sidewalk Repair,"528 U St Nw Washington, DC 20001, USA"
2017-01-05T10:39:53-05:00,,Four. 909'. To. The airport,731. Market. 
2017-01-05T10:33:28-05:00,,Parking Enforcement,"1326 Fitzgerald Street Oakland, California"
2017-01-05T10:31:14-05:00,,Illegal Dumping,"3401-3599 Webster St Oakland, CA 94609, USA"
2017-01-05T10:25:25-05:00,,"Illegal Dumping - debris, appliances, etc.",Skyline Blvd & Keller Av 
2017-01-05T10:22:18-05:00,,Potholes,"2602 E Franklin St Richmond, Virginia"
2017-01-05T10:19:06-05:00,,Illegal Dumping,"3400-3620 Webster St Oakland, CA 94609, USA"
2017-01-05T10:12:46-05:00,,Building Violation,"3937 N Wayne Ave CHICAGO, IL 60613"
2017-01-05T10:00:15-05:00,,(EONP)York St. ,"York St New Haven, CT, USA"
2017-01-05T09:54:40-05:00,,"Water Backup, Leak, or Flooding","3320 Frakliin Toledo, Ohio"
2017-01-05T09:49:38-05:00,,Tree Trimming/Removal,"5651 5th St. S. Saint Petersburg, Florida"
2017-01-05T09:45:06-05:00,,Sidewalk Concern,"10556 Stansfield Road Laurel, MD"
2017-01-05T09:44:40-05:00,,Refuse Collection (Sanitation/Trash),"70 Ga-138 Stockbridge, Georgia"
2017-01-05T09:42:51-05:00,,Potholes and warped pavement,"10822 Honeycutt Rd Raleigh, NC 27614, USA"
2017-01-05T09:42:13-05:00,,Overhanging Trees/Shrubs,"5627 N Henry Blvd Stockbridge, Georgia"
2017-01-05T09:40:59-05:00,,Overhanging Trees/Shrubs,"110 Hwy 138  stockbridge, Georgia"
2017-01-05T09:31:18-05:00,2017-10-09T14:55:40-04:00,Pothole,"Edenton At Swain Raleigh, North Carolina"
2017-01-05T09:31:11-05:00,,Restaurant Complaint,"112 W 87th St CHICAGO, IL 60620"
2017-01-05T09:26:13-05:00,,Other City Issue,"139 Hathaway Rd New Bedford, MA 02746, USA"
2017-01-05T09:23:49-05:00,,Parking Meter,"15-23 Grove St New Haven, CT 06511, USA"
2017-01-05T09:16:26-05:00,,Tree Issue,"16900 Chandler Park Drive  Detroit, Michigan"
2017-01-05T09:16:17-05:00,,Streets/Sidewalks - Curb & Gutter Repair,20th St & Peralta St 
2017-01-05T09:07:18-05:00,,Deceased Animal on the Street ,"328 Sherman Avenue New Haven, CT"
2017-01-05T08:47:53-05:00,,DEAD ANIMAL,"Summer St Near Bluff Fitchburg, Massachusetts"
2017-01-05T08:41:36-05:00,,Potholes,"2700 E Broad St Richmond, Virginia"
2017-01-05T08:40:01-05:00,,Curb and Gutter,"3130 Sw Arnold Ave Topeka, Kansas"
2017-01-05T08:39:55-05:00,,City Property or City Parks,"1753-1985 Harbor Drive South Venice, Florida"
2017-01-05T08:39:37-05:00,,Parking Enforcement,945 22nd Ave Oakland Ca 94606
2017-01-05T08:39:24-05:00,,Tree down,"Cummings Montpelier, Vermont"
2017-01-05T08:38:59-05:00,,Recycling bins still not delivered.,"1121 Conway Road Decatur, Georgia"
2017-01-05T08:36:14-05:00,,Other,"236 Harbor Drive South Venice, Florida"
2017-01-05T08:26:12-05:00,2017-01-05T16:11:17-05:00,Car Parked on street for several years,"119 Bunnie Trail Ellenwood, GA 30294, USA"
2017-01-05T08:25:05-05:00,,Traffic Signal Out,"3261 N Kimball Ave Chicago, IL 60618, USA"
2017-01-05T08:23:50-05:00,,Traffic light timing,"2218-2238 Cherry Valley Road Newark, Ohio"
2017-01-05T08:18:23-05:00,,Other Roadway Issues,"2476 Virginia Beach Blvd Virginia Beach, Virginia"
2017-01-05T08:09:50-05:00,,Traffic Signals Investigation,"Allison Street Northwest & 13th Street NW, Washington, District of Columbia"
2017-01-05T07:56:09-05:00,,Sidewalk Repair,"4000-4020 Benton St Nw Washington, DC 20007, USA"
2017-01-05T07:53:10-05:00,,Street Light - Outage/Damaged,4400 Saint Andrews Rd 
2017-01-05T07:52:42-05:00,,Street Repair,"1100 Allison St Nw Washington, DC 20011, USA"
2017-01-05T07:51:25-05:00,,Post to neighbors,"476 51st Street Oakland, California"
2017-01-05T07:49:23-05:00,2017-01-30T06:01:51-05:00,Potholes,"1507 Brookland Parkway Richmond, Virginia"
2017-01-05T07:48:57-05:00,,fatal wreck,"Chalybeate Spring/401 Harnett, North Carolina"
2017-01-05T07:06:36-05:00,,So rough and uneven pavement ,"3101 N Achilles St Milwaukee, WI 53212, USA"
2017-01-05T06:54:55-05:00,,Numerous Cardboard boxes on sidewalk along with several trash bags,"183 Pleasant Street Grafton, Massachusetts"
2017-01-05T06:33:33-05:00,,Traffic light timing,"1001-1099 South Main Street Holly Springs, North Carolina"
2017-01-05T06:11:51-05:00,,Drainage/Flooding Issue,"64 South Border Road Medford, Massachusetts"
2017-01-05T05:23:07-05:00,,Street Lamp Out,"7312 Clarincarde Court Wake Forest, North Carolina"
2017-01-05T05:21:58-05:00,,Street Lamp Out,"7312 Clarincarde Court Wake Forest, North Carolina"
2017-01-05T00:47:14-05:00,,Building Violation,Chicago Cook County Il
2017-01-05T00:07:33-05:00,,Street Repair,"Chesapeake St Sw Washington, DC 20032, USA"
2017-01-05T00:03:46-05:00,,Abandoned Vehicle,Villa La Charles Apartment Albuquerque Nm 87111
2017-01-04T23:52:37-05:00,,Street sign falling over,"7922 Cardinal Landing Lane Cypress, Texas"
2017-01-04T23:17:54-05:00,,Post to Neighbors,1001 Sw Tyler
2017-01-04T23:17:21-05:00,,Dangerous Curve on Rucker ,1167 Rucker Lane Murfreesboro Tennessee
2017-01-04T23:16:13-05:00,,giant pot hole,1001 Sw Tyler Topeka Ks
2017-01-04T22:55:38-05:00,,Improper Drainage,"419 Hillside Dr Greensboro, North Carolina"
2017-01-04T22:50:28-05:00,,Other,"529-549 17th St Oakland, CA 94612, USA"
2017-01-04T22:29:09-05:00,,Gas station with illegally placed advertising window sign violations ,"1675 Madison Ave Memphis, TN 38104, USA"
2017-01-04T22:26:55-05:00,,Pothole,"Mather Field Road Sacramento, California"
2017-01-04T22:22:21-05:00,,Curb and Gutter,"4003 Sw Holly Ln Topeka, KS 66604, USA"
2017-01-04T22:12:25-05:00,,Other: Other City Services,"2273-2299 E 23rd St Oakland, CA 94606, USA"
2017-01-04T22:06:54-05:00,,Other: Other City Services,"Grove Shafter Fwy Oakland, CA 94618, USA"
2017-01-04T22:06:08-05:00,,Other: Other City Services,"5550-5578 Telegraph Ave Oakland, CA 94609, USA"
2017-01-04T22:05:34-05:00,,Other: Other City Services,"5609 Telegraph Ave Oakland, CA 94609, USA"
2017-01-04T22:04:48-05:00,,Other: Other City Services,"Grove Shafter Fwy Oakland, CA 94618, USA"
2017-01-04T21:59:59-05:00,,Illegal Dumping,"34th St.And Hawthorne under FWY overpass, Oakland, California"
2017-01-04T21:42:03-05:00,,In need of more dumpsters,"662 11th Ave South  Saint Petersburg , FL"
2017-01-04T21:41:42-05:00,,street lights out ,"85 Edythe St Warwick, Rhode Island"
2017-01-04T21:39:35-05:00,,"Public Space, Streets and Drains","183 Clinton Ave New Haven, CT 06513, USA"
2017-01-04T21:12:24-05:00,,Building Violation,"4833 W Washington Blvd CHICAGO, IL 60644"
2017-01-04T20:58:18-05:00,,Pothole,"8982 Channing Avenue Westminster, California"
2017-01-04T20:57:24-05:00,,Lighting Issue at City Facility,"641 South Melrose Drive Vista, California"
2017-01-04T20:49:32-05:00,,Trees,"1766 Harvard St Chula Vista, California"
2017-01-04T20:43:52-05:00,,water ponds on Donny Brook Rd,"2185-2203 Donny Brook Road Raleigh, North Carolina"
2017-01-04T20:38:46-05:00,,Streetlight out,"120 Alpine Rd West Palm Beach, FL 33405, USA"
2017-01-04T20:35:18-05:00,,Building Violation,"4617 W Altgeld St CHICAGO, IL 60639"
2017-01-04T20:20:38-05:00,,Street Light Repair,"353-419 Eddy Road Manchester, New Hampshire"
2017-01-04T20:14:36-05:00,,Need signage or stoplight fix,"3401-3499 West Clay Street Richmond, Virginia"
2017-01-04T20:05:22-05:00,,PROPERTY MAINT - COMMERCIAL,"3050 Columbus Road Macon, Ga"
2017-01-04T19:45:27-05:00,,Street Light,"342-348 Mcgarity Kyle, TX 78640, USA"
2017-01-04T19:30:39-05:00,,Parking issues,"8 Apollo St Jersey City, NJ 07306, USA"
2017-01-04T19:21:31-05:00,,Chronic flooding,"5100-5116 Mount Vernon Way Dunwoody, Georgia"
2017-01-04T19:02:24-05:00,,Street Maintenance,"40 Shadow Ridge Road Stamford, Connecticut"
2017-01-04T19:01:49-05:00,,Other: Other City Services,"4045 Piedmont Ave Oakland, CA 94611, USA"
2017-01-04T19:01:41-05:00,,Street light,"500 N Main St Wildwood, FL 34785, USA"
2017-01-04T19:01:27-05:00,,Sidewalk repair,"2374 Union Avenue Memphis, Tennessee"
2017-01-04T18:59:18-05:00,,Other Roadway Issues,"Terrace Ct Virginia Beach, Virginia"
2017-01-04T18:47:18-05:00,,Reciprocity - Out of State Plates,"6516 Montana hammond, Indiana"
2017-01-04T18:45:53-05:00,,Sanitation Department,"2526 37th Ave N Saint Petersburg, Florida"
