created_at,closed_at,summary,address
2017-01-13T15:43:00-05:00,,bridge barrier damage,"159 Cushman Road North Attleborough, Massachusetts"
2017-01-13T15:41:18-05:00,,Parking Enforcement,"3676 39th Ave Oakland, California"
2017-01-13T15:35:19-05:00,,Street/Traffic Issue (Other than Pothole),"2857 Ford Street Oakland, California"
2017-01-13T15:34:28-05:00,,Traffic and Parking signage/signal issue,"6 Apollo Street Jersey City, NJ"
2017-01-13T15:32:53-05:00,,Restaurant Complaint,"3252 W 31st St CHICAGO, IL 60623"
2017-01-13T15:32:38-05:00,,Building Violation,7855 S Avalon Ave South Side
2017-01-13T15:31:27-05:00,,Public Facilities,"202 Miles St Ypsilanti, MI 48198, USA"
2017-01-13T15:19:55-05:00,2017-10-12T20:21:50-04:00,Street Repair,"4750-4798 Wisconsin Ave Nw Washington, DC 20016, USA"
2017-01-13T15:16:24-05:00,,Tree Trimming/Removal,"2000 19th Street South Saint Petersburg, Florida"
2017-01-13T15:14:47-05:00,,Content blocked by rejections,"3822 Loch Lomond Avenue Toledo, Ohio
"
2017-01-13T15:13:12-05:00,,Tree Trimming/Removal,"2120 20th Street South Saint Petersburg, Florida"
2017-01-13T15:12:05-05:00,,Tree Trimming/Removal,"2105 19th Street South Saint Petersburg, Florida"
2017-01-13T15:11:19-05:00,,Tree Trimming/Removal,"2127 19th Street South Saint Petersburg, Florida"
2017-01-13T15:08:58-05:00,,Street Lights,"2174-2198 Windy Hill Rd Se Smyrna, GA 30080, USA"
2017-01-13T15:08:56-05:00,,Tree Trimming/Removal,"2030 20th Street South Saint Petersburg, Florida"
2017-01-13T15:08:41-05:00,,Drainage/Flooding Issue,"237 Council Ave Clawson, MI 48017, USA"
2017-01-13T15:07:50-05:00,,Mailbox,"2600 & 2602 Lee'S Chapel Road Greensboro, North Carolina"
2017-01-13T15:04:59-05:00,,Arch Street Cross Walk Issue,"1701 Arch Street Philadelphia, Pennsylvania"
2017-01-13T15:04:36-05:00,,Pot hole,"43 Franklin St Watertown, Massachusetts"
2017-01-13T15:02:27-05:00,,Pothole ,"Joshua James Ave Portsmouth, VA 23703, USA"
2017-01-13T15:00:48-05:00,,Street Light Maintenance,"Corner Of Flemish And Auburn Crescent Burlington, Ontario"
2017-01-13T15:00:18-05:00,,Abandoned Vehicle - On Private Property,315 Douglas St Ne
2017-01-13T14:59:45-05:00,,PEOPLE DRIVING OVER DOUBLE SOLID LINE CONSTANTLY,"Euclid Avenue National City, California"
2017-01-13T14:57:27-05:00,,Code Enforcement Problem,"2700 Mt Vernon Rd Atlanta, GA 30338, USA"
2017-01-13T14:45:09-05:00,,Building Violation,"822 W 50th Pl CHICAGO, IL 60609"
2017-01-13T14:33:05-05:00,,Pothole,"120 Kirk Crossing Dr Decatur, GA 30030, USA"
2017-01-13T14:32:55-05:00,,Street Light Maintenance,"2913 Darien Road Burlington, Ontario"
2017-01-13T14:24:20-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","830 Burke Glen Road Toledo, Ohio"
2017-01-13T14:22:09-05:00,,Blocked Catch Basin,18199 Riopelle Detroit Michigan
2017-01-13T14:21:12-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","3616 Willys  Parkway Toledo, Ohio"
2017-01-13T14:17:51-05:00,,Sanitation Department,"325 11th Ave Ne St. Petersburg, FL 33701, USA"
2017-01-13T14:12:41-05:00,,Parking Enforcement,"1104 87th Avenue Oakland, California"
2017-01-13T14:10:52-05:00,,Other Residential Waste,"4907 Carolwood Dr Greensboro, NC 27407, USA"
2017-01-13T14:10:29-05:00,,Rodent Infestation,"26 Daniels Salem, Massachusetts"
2017-01-13T14:04:58-05:00,,Parking Enforcement,"6900 International Blvd Oakland, CA 94621, USA"
2017-01-13T13:59:26-05:00,,Sidewalk Issue,"2131-2199 East 18th Street National City, California"
2017-01-13T13:51:18-05:00,,Bulk Trash Pickup,"5563 Devonshire Court Richmond, VA"
2017-01-13T13:44:23-05:00,2017-01-24T12:50:10-05:00,Park Maintenance,"1052-1076 Blue Ravine Road Folsom, California"
2017-01-13T13:41:21-05:00,,dead cat,419 Norton Parkway New Haven Connecticut
2017-01-13T13:40:07-05:00,,Sidewalks,"501 Simpson Street North Revelstoke, British Columbia"
2017-01-13T13:34:43-05:00,,Abandoned vehicle,"6138 Rolkingham Ln Orangevale, CA 95662, USA"
2017-01-13T13:33:51-05:00,,Tree Issue,"4820 Fischer St Detroit, MI 48214, USA"
2017-01-13T13:29:27-05:00,,street light out ,"14151 Marquesas Way Marina del Rey, California"
2017-01-13T13:28:48-05:00,,Large Pot holes,"7751-8019 Mill Pond Road American Fork, Utah"
2017-01-13T13:23:51-05:00,,Unmaintained Properties,"110 Moss St New Bedford, MA 02744, USA"
2017-01-13T13:19:27-05:00,,"Substandard,Derelict Struc","1290 North Pkwy Memphis, TN 38104, USA"
2017-01-13T13:19:09-05:00,,Abandoned Vehicle,"12707 Summer Avenue Northeast Albuquerque, New Mexico"
2017-01-13T13:16:58-05:00,,"Substandard,Derelict Struc","4895 Applestone St  Memphis, Tennessee"
2017-01-13T13:14:25-05:00,,Curb missing and bricks coming off. ,"3965 Little York Rd Houston, TX 77093, USA"
2017-01-13T12:58:38-05:00,,Blocked Catch Basin,"9903 Mansfield Detroit, Michigan"
2017-01-13T12:57:39-05:00,,Potholes,"4200 Chamberlayne Ave Richmond, Virginia"
2017-01-13T12:54:54-05:00,,Road Condition,"1700 Fort Washington Avenue Maple Glen, Pennsylvania"
2017-01-13T12:51:41-05:00,,Parking Enforcement,"6903-6925 International Blvd Oakland, CA 94621, USA"
2017-01-13T12:51:14-05:00,,Code Enforcement (Illegal Dumping not in a street/Property Maintenance/Etc),Address Unavailable
2017-01-13T12:49:01-05:00,,Abandoned RV,"2625 Prentiss Place Oakland, CA"
2017-01-13T12:47:42-05:00,,Post to Neighbors,"319-335 105th Avenue Oakland, California"
2017-01-13T12:47:37-05:00,,Illegal Dumping,"7306 Outlook Ave Oakland, CA 94605, USA"
2017-01-13T12:46:33-05:00,,Abandoned Vehicle,"8209a Menaul Boulevard Northeast Albuquerque, New Mexico"
2017-01-13T12:44:45-05:00,,Blocked Catch Basin,"Jackson Detroit, Michigan"
2017-01-13T12:38:19-05:00,,Sanitation Department,"2001 19th Street South Saint Petersburg, Florida"
2017-01-13T12:36:35-05:00,,"Public Space, Streets and Drains","91 Howe St New Haven, Connecticut"
2017-01-13T12:35:31-05:00,,Street Light Maintenance,"2400 Gillingham Drive Burlington, Ontario"
2017-01-13T12:35:26-05:00,,Tree Trimming/Removal,"1935 19th Street South Saint Petersburg, Florida"
2017-01-13T12:33:45-05:00,,Abandoned Vehicle,"3928 Charleston Park Drive  Raleigh, North Carolina"
2017-01-13T12:33:24-05:00,,Tree Trimming/Removal,"1909 19th Street South Saint Petersburg, Florida"
2017-01-13T12:31:55-05:00,,Tree Trimming/Removal,"1847 19th Street South Saint Petersburg, Florida"
2017-01-13T12:31:32-05:00,,Graffiti,"1325-1399 76th Ave Oakland, CA 94621, USA"
2017-01-13T12:31:15-05:00,,Pothole,"2880 Ford St Oakland, CA 94601, USA"
2017-01-13T12:29:24-05:00,,Tree Trimming/Removal,"1825 19th Street South Saint Petersburg, Florida"
2017-01-13T12:26:53-05:00,,Tree Trimming/Removal,"1830 20th Street South Saint Petersburg, Florida"
2017-01-13T12:15:58-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","5125 Secor Rd Toledo, OH 43623, USA"
2017-01-13T12:14:20-05:00,,Signs / Bus Shelters / Pavement Markings,"176 Dwight Street New Haven, Connecticut"
2017-01-13T12:11:58-05:00,,Other City Issue,"1000 S Rodney French Blvd New Bedford, MA 02744, USA"
2017-01-13T12:08:27-05:00,,Tree Trimming,"Hemingway Street New Haven, Connecticut"
2017-01-13T12:07:51-05:00,,Street Light Maintenance,"2014 Cavendish Drive Burlington, Ontario"
2017-01-13T12:04:49-05:00,,Other,"120 Rindge Avenue Cambridge, MA"
2017-01-13T12:04:38-05:00,,(EONP)Chapel St. ,"Chapel St New Haven, CT, USA"
2017-01-13T11:54:17-05:00,,Pothole,"Park Boulevard Oakland, California"
2017-01-13T11:52:03-05:00,,Pothole,"2407-2417 Ivy Drive Oakland, California"
2017-01-13T11:50:22-05:00,,(EONP)Chapel St. ,"Chapel St New Haven, CT, USA"
2017-01-13T11:50:14-05:00,,Signal light to short for rush hour traffic,"1306 North Story Road Irving, Texas"
2017-01-13T11:45:29-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","5245 Harvest Ln Toledo, OH 43623, USA"
2017-01-13T11:45:03-05:00,,Multiple potholes road needs repaving,"Canal Pointe Blvd Princeton, New Jersey"
2017-01-13T11:44:34-05:00,,Building Violation,4250 W 14th St North Lawndale
2017-01-13T11:41:47-05:00,,Illegal Dumping,"541 Merrimac St Oakland, CA 94612, USA"
2017-01-13T11:33:24-05:00,,Pot hole,"36-38 Franklin St Watertown, Massachusetts"
2017-01-13T11:29:56-05:00,,Blocked Catch Basin,"30 Glynn Ct Detroit, MI 48202, USA"
2017-01-13T11:29:45-05:00,,(EONP)Crown St. ,"Crown St New Haven, CT, USA"
2017-01-13T11:29:07-05:00,,Road Conditions,"4 Washburn St Watertown, Massachusetts"
2017-01-13T11:25:58-05:00,,Rush hour traffic lights,"734 University Parkway Sarasota, Florida"
2017-01-13T11:21:32-05:00,,(EONP)West Rock Ave. ,"W Rock Ave New Haven, CT 06515, USA"
2017-01-13T11:19:15-05:00,,Blocked Catch Basin,"19100-19134 Wisconsin Street Detroit, Michigan"
2017-01-13T11:16:11-05:00,,Trash/Bulky Item Pickup,"1-99 Harbor St New Bedford, MA 02744, USA"
2017-01-13T11:13:42-05:00,,Sanitation Department,"365 14th Ave. N.E. Saint Petersburg, Florida"
2017-01-13T11:11:31-05:00,,Blocked Catch Basin,"18976 Steel Detroit, Michigan"
2017-01-13T11:10:36-05:00,,Pothole,"9365-9393 South 4800 West West Jordan, Utah"
2017-01-13T11:09:35-05:00,,Tree Trimming/Removal,"4420 22nd Avenue South Saint Petersburg, Florida"
2017-01-13T11:08:46-05:00,,Sanitation Department,"741 46th Ave  Saint Petersburg, Florida"
2017-01-13T11:06:36-05:00,,Abandoned vehicle,"6202 Riverbelle Ct Rio Linda, 95673"
2017-01-13T11:03:04-05:00,,Building Violation,"516 E 76th St CHICAGO, IL 60619"
2017-01-13T11:00:12-05:00,,Illegal Dumping,"7498 Outlook Ave Oakland, CA, 94605"
2017-01-13T10:56:04-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","1556 S Byrne Rd Toledo, OH 43614, USA"
2017-01-13T10:54:08-05:00,,Numerous pot holes,"Ridge Highway Milan, Michigan"
2017-01-13T10:53:46-05:00,,Sanitation Department,"1699 Russell Street South Saint Petersburg, Florida"
2017-01-13T10:53:09-05:00,,Deceased Animal,"325 Fountain Street New Haven, CT"
2017-01-13T10:43:38-05:00,,Hydrant issue,"1812 Fair St Ann Arbor, Michigan"
2017-01-13T10:42:07-05:00,,Park maintenance,"Wurster Park Mosely Street Entrance, Ann Arbor, Michigan"
2017-01-13T10:41:40-05:00,,Parking Violation,"6 Warren St Hammond, Indiana"
2017-01-13T10:41:12-05:00,,Report a Litter Hotspot,"2003 Okatie Highway Okatie, South Carolina"
2017-01-13T10:33:32-05:00,,Light for northbound traffic,"Intersection Of Fairfield And Antelope Drive layton/utah, Utah"
2017-01-13T10:31:27-05:00,,Street Light Maintenance,"833 Kingsway Burlington, Ontario"
2017-01-13T10:27:46-05:00,,Street Light Maintenance,"637 West Oval Burlington, Ontario"
2017-01-13T10:26:23-05:00,,Street Light Maintenance,"1913 Ashton Place Burlington, Ontario"
2017-01-13T10:17:13-05:00,,Building Violation,"11349 S Aberdeen St CHICAGO, IL 60643"
2017-01-13T10:13:32-05:00,,Street Light Maintenance,"635 Clark Burlington, Ontario"
2017-01-13T10:11:33-05:00,,Traffic Signal,"43 West St  Reading, Massachusetts"
2017-01-13T10:10:48-05:00,,Pothole,"191-229 Medford St Malden, MA 02148, USA"
2017-01-13T10:07:11-05:00,,CAUTION CONES IN SEWER DRAINS,"W. 8 Mile Detroit, Michigan"
2017-01-13T10:06:43-05:00,,Streets Repair,"2516 Peachtree St Winston-Salem, NC 27107, USA"
2017-01-13T09:59:41-05:00,,Water Main Break,"17100 Joann Detroit, Michigan"
2017-01-13T09:53:27-05:00,,Building Violation,4048 N Mozart St Irving Park
2017-01-13T09:53:24-05:00,,Sanitation Department,"2646 35th Ave N St. Petersburg, FL 33713, USA"
2017-01-13T09:51:27-05:00,,Building Violation,"3564 S Halsted St CHICAGO, IL 60609"
2017-01-13T09:49:59-05:00,,Parking Meter,"191 Orange Street New Haven, CT"
2017-01-13T09:48:08-05:00,,Street Pothole Concern,"5132 Douglas Rd. Toledo, Ohio"
2017-01-13T09:47:27-05:00,,Sign Down,"Hammond Rd Raleigh, North Carolina"
2017-01-13T09:47:21-05:00,,Pothole in Street,"6650-6714 N Ridge Blvd Chicago, IL 60626, USA"
2017-01-13T09:47:14-05:00,,New Haven Public Schools Should Use SeeClickFix,"City Hall New Haven, CT, New Haven, Connecticut"
2017-01-13T09:47:08-05:00,,Building Violation,"2643 W 19th St CHICAGO, IL 60608"
2017-01-13T09:42:01-05:00,,Recliner on lawn,"4536 1st Avenue North Saint Petersburg, Florida"
2017-01-13T09:40:37-05:00,,Streetlights,"7 Duggan Dr Framingham, Massachusetts"
2017-01-13T09:36:05-05:00,,abandoned vehicle,"2831 Gulf Breeze Parkway Santa Rosa, Florida"
2017-01-13T09:34:00-05:00,,Storm Drain Issue/Flooding,"421 14th Avenue North Saint Petersburg, Florida"
2017-01-13T09:32:49-05:00,,Abandoned Vehicle,"1501-1541 Sherwin Avenue Emeryville, California"
2017-01-13T09:25:51-05:00,,Sign Missing Investigation,"1578 Pennsylvania Ave Se Washington, DC 20003, USA"
2017-01-13T09:20:02-05:00,,Post to neighbors,"9587 Greenville Highway Cedar Mountain, North Carolina"
2017-01-13T09:18:49-05:00,,Traffic Issue,"83rd Avenue & 9th St North Saint Petersburg, Florida"
2017-01-13T09:17:47-05:00,,Street Light Out,"Mansfield Avenue Essex Junction, Vermont"
2017-01-13T09:14:50-05:00,,"Traffic Engineering (Traffic Signal, Traffic flow issues)","1431 Cresta Road Corona, California"
2017-01-13T09:12:29-05:00,,Mattress,"5769-5791 N Hwy 29 Newnan, GA 30265, USA"
2017-01-13T09:04:45-05:00,,Sanitation Department,"1830 19th Street South Saint Petersburg, Florida"
2017-01-13T08:59:31-05:00,,Illegal Dumping,"4276 Macarthur Blvd Oakland, CA 94619, USA"
2017-01-13T08:57:23-05:00,,"Water Backup, Leak, or Flooding","5540 Fleet Road Toledo, Ohio"
2017-01-13T08:55:12-05:00,,Parking Enforcement,"16 Lodge St Albany, NY 12207, USA"
2017-01-13T08:54:16-05:00,,Streets - Guardrail Repair,9526 Golf Links Rd 
2017-01-13T08:51:12-05:00,,Blocked Catch Basin,"15403 Bringard Detroit, Michigan"
2017-01-13T08:49:04-05:00,,"Pedestrian Facility (Sidewalk condition, curb ramp, crosswalk markings)","148-178 Nelson St Hartford, CT 06120, USA"
2017-01-13T08:48:12-05:00,,Sidewalk/Path,"812-818 Gardner Rd Flossmoor, IL 60422, USA"
2017-01-13T08:43:07-05:00,,Other - City Issues,"Loring Avenue And Jefferson Avenue Salem, Massachusetts"
2017-01-13T08:33:36-05:00,,JUNK IN THE ALLEY,"2515 4th Ave South Saint Petersburg, Florida"
2017-01-13T08:25:25-05:00,,Signal Problem,"4627 Roswell Rd Ne Sandy Springs, GA 30328, USA"
2017-01-13T08:22:00-05:00,,Pothole,"295 Meadowlake Dr Martinez, Georgia"
2017-01-13T08:19:57-05:00,,"Signs (Missing, Needed, or Damaged)","786 Myrtle Ave Albany, New York"
2017-01-13T08:10:38-05:00,2017-10-13T14:33:05-04:00,Manhole Cover Issue,"1435 East Milwaukee Avenue Detroit, Michigan"
2017-01-13T07:46:41-05:00,,Sanitation Department,"2934-2948 28th Ave N St. Petersburg, FL 33713, USA"
2017-01-13T07:45:00-05:00,2017-01-23T20:57:37-05:00,Post to neighbors,"5926 Meadow Vista Way Climax, North Carolina"
2017-01-13T07:42:46-05:00,,Very Large Pothole's ,Hunting Lodge Road Climax NC 27233
2017-01-13T07:39:34-05:00,,Recliner in alley,"1051 32nd Avenue North Saint Petersburg, Florida"
2017-01-13T06:58:22-05:00,,Streets - Potholes/Depression,2005 89th Av 
2017-01-13T06:48:29-05:00,,Other,"8677-8799 Ebenezer Church Rd Raleigh, NC 27617, USA"
2017-01-13T06:38:44-05:00,,Sidewalk Issue,"57-69 Capen Street Medford, Massachusetts"
2017-01-13T06:02:29-05:00,,Street Light Maintenance,"2104 Highview Dr Burlington, Ontario"
2017-01-13T06:00:23-05:00,,Street Lamp,"1378 Ella T Grasso Blvd New Haven, CT 06511, USA"
2017-01-13T02:45:01-05:00,,Quality of Life Issues,"201-299 Stevenson St San Francisco, CA 94103, USA"
2017-01-13T01:57:05-05:00,,Road traffic sign,"8300 Palmerson Dr Antelope, CA 95843, USA"
2017-01-13T01:48:57-05:00,,Snow and Ice Sidewalks,"1900 Stanford Avenue Saint Paul, Minnesota"
2017-01-13T01:46:51-05:00,,Snow and Ice Sidewalks,"1974 Ford Parkway Saint Paul, Minnesota"
2017-01-13T01:46:30-05:00,,Snow and Ice Sidewalks,"1990 Ford Parkway Saint Paul, Minnesota"
2017-01-13T01:45:02-05:00,,Snow and Ice Sidewalks,"447 Fairview Avenue South Saint Paul, Minnesota"
2017-01-13T01:41:36-05:00,,Snow and Ice Sidewalks,"1823 Berkeley Avenue Saint Paul, Minnesota"
2017-01-13T01:40:49-05:00,,Snow and Ice Sidewalks,"2032 Saint Clair Avenue Saint Paul, Minnesota"
2017-01-13T01:39:53-05:00,,Snow and Ice Sidewalks,"2000 Saint Clair Avenue Saint Paul, Minnesota"
2017-01-13T01:39:05-05:00,,Snow and Ice Sidewalks,"2010 Saint Clair Avenue Saint Paul, Minnesota"
2017-01-13T01:38:29-05:00,,Snow and Ice Sidewalks,"2012 Saint Clair Avenue Saint Paul, Minnesota"
2017-01-13T01:38:00-05:00,,Snow and Ice Sidewalks,"2016 Saint Clair Avenue Saint Paul, Minnesota"
2017-01-13T01:37:30-05:00,,Snow and Ice Sidewalks,"2016 Saint Clair Avenue Saint Paul, Minnesota"
2017-01-13T01:36:48-05:00,,Snow and Ice Sidewalks,"2032 Saint Clair Avenue Saint Paul, Minnesota"
2017-01-13T01:36:10-05:00,,Snow and Ice Sidewalks,"2046 Saint Clair Avenue Saint Paul, Minnesota"
2017-01-13T01:35:23-05:00,,Snow and Ice Sidewalks,"2052 Saint Clair Avenue Saint Paul, Minnesota"
2017-01-13T01:34:47-05:00,,Snow and Ice Sidewalks,"244 South Cleveland Avenue Saint Paul, Minnesota"
2017-01-13T00:22:54-05:00,,"Water Backup, Leak, or Flooding","4301 Vermaas Toledo, Ohio"
2017-01-12T23:59:59-05:00,,Huge pothole,"Perryville North Of Harlem Loves Park, Illinois"
2017-01-12T23:52:05-05:00,2017-01-22T01:23:40-05:00,Post to Neighbors,500 Royal Street Beaumont Tx
2017-01-12T23:34:30-05:00,,Building Violation,"4135 W 58th St CHICAGO, IL 60629"
2017-01-12T23:34:27-05:00,,Blocked Catch Basin,"20440 Gardendale Detroit, Michigan"
2017-01-12T23:33:20-05:00,,Blocked Catch Basin,"20466 Renfrew Detroit, Michigan"
2017-01-12T23:30:43-05:00,,Blocked Catch Basin,"3338 Woodstock Dr Detroit, Michigan"
2017-01-12T23:28:17-05:00,,Tree Planting,"1270 Owen Pl Ne Washington, DC 20002, USA"
2017-01-12T23:25:35-05:00,,Tree Planting,"1228 Owen Pl Ne Washington, DC 20002, USA"
2017-01-12T23:24:39-05:00,,Tree Planting,"1231 Penn St Ne Washington, DC 20002, USA"
2017-01-12T23:17:13-05:00,,Tree Planting,"1601 Trinidad Ave Ne Washington, DC 20002, USA"
2017-01-12T23:08:57-05:00,,Illegal Dumping,"173 Park St New Haven, CT 06511, USA"
2017-01-12T22:10:23-05:00,,"Water Backup, Leak, or Flooding","Nevada St At Forsythe St Toledo, Ohio"
2017-01-12T21:59:17-05:00,,Noise generated from steel plate covering a pothole,1684 Clairmont Road Decatur Georgia
2017-01-12T21:51:59-05:00,,Parking spaces blocked off illegally.,"153 U Street Northwest Washington, District of Columbia"
2017-01-12T21:29:49-05:00,,Pothole/Street Pavement,"6201-6299 Overland Avenue Emeryville, California"
2017-01-12T21:26:20-05:00,,Pot hole ,"Kelly Chapel Road  Decatur, Georgia"
2017-01-12T21:08:59-05:00,2017-05-31T11:20:11-04:00,Street Lamp,"1720 Chapel Street New Haven, Connecticut"
2017-01-12T21:03:18-05:00,,Water Main Break,"7458-7498 E Jefferson Ave Detroit, MI 48214, USA"
2017-01-12T20:53:14-05:00,,Parking Enforcement,"1247 84th Ave Oakland, CA 94621, USA"
2017-01-12T20:50:18-05:00,,Other,"4111 South Grover Avenue Hammond, Indiana"
2017-01-12T20:48:50-05:00,,Blocked Catch Basin,"20028 Lindsay Street Detroit, Michigan"
2017-01-12T20:39:26-05:00,,Street Light Outage,"420 Hunters Crossing Dr Atlanta, GA 30328, USA"
2017-01-12T20:24:43-05:00,,Alley Clearing,"168 Se Boulevard Saint Petersburg, Florida"
2017-01-12T20:23:42-05:00,,Other: Other City Services,"2093 Tunnel Rd Oakland, CA 94611, USA"
2017-01-12T20:18:36-05:00,,Other: Other City Services,"65 Bay Forest Dr Oakland, CA 94611, USA"
2017-01-12T20:07:05-05:00,,Graffiti,"180-198 Montecito Ave Oakland, CA 94610, USA"
2017-01-12T19:47:32-05:00,,Parking Enforcement,"8814 G Street Oakland, California"
2017-01-12T19:36:27-05:00,,Grocery cart abandoned,"732-950 Tunnel Ave Brisbane, CA 94005, USA"
2017-01-12T19:21:34-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","1530 S Byrne Rd Toledo, OH 43614, USA"
2017-01-12T19:19:14-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","1520 S Byrne Rd Toledo, OH 43614, USA"
2017-01-12T19:16:16-05:00,,Parking Enforcement,"1267 30th Street Oakland, California"
2017-01-12T19:14:56-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","3916 Wrenwood Rd Toledo, OH 43623, USA"
2017-01-12T19:12:34-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","3909 Wrenwood Rd Toledo, OH 43623, USA"
2017-01-12T19:11:41-05:00,2017-01-20T03:22:00-05:00,Sidewalk,"670 53rd Street Oakland, California"
2017-01-12T19:11:30-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","5706 Harschel Dr Toledo, OH 43623, USA"
2017-01-12T19:08:13-05:00,,Other: Trees,"324 51st St Oakland, CA 94609, USA"
2017-01-12T19:06:32-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","3560 W Alexis Rd Toledo, OH 43623, USA"
2017-01-12T19:02:24-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","5647 Yarmouth Ave Toledo, OH 43623, USA"
2017-01-12T19:00:35-05:00,,Parking Enforcement,"9229-9299 A St Oakland, CA 94603, USA"
2017-01-12T18:53:47-05:00,,Pot Holes,"4600 (About) So. Washington Blvd. Ogden, Ut"
2017-01-12T18:49:48-05:00,,Graffiti,"1731 Goss Street Oakland, California"
2017-01-12T18:49:25-05:00,,City Releasing Personal Email Addressess Inadvertently via SeeClickFix,"City Hall Richmond, Virginia"
2017-01-12T18:34:20-05:00,,Streets and Sidewalks,"University Police Station Greensboro, NC 27403, USA"
2017-01-12T18:27:50-05:00,,Potholes/Road Hazards,"84 Walnut Street Everett, Massachusetts"
2017-01-12T18:24:52-05:00,,Other,"111-199 Ma-135 Westborough, MA 01581, USA"
2017-01-12T18:23:15-05:00,,Trash Screening,"2002 Declaration Missouri City, Texas"
2017-01-12T18:22:25-05:00,,Trash Screening,"3034 Lexington Lake Missouri City, Texas"
2017-01-12T18:21:43-05:00,,Building Violation,"6908 W Higgins Ave CHICAGO, IL 60656"
2017-01-12T18:21:33-05:00,,Trash Screening,"2122 James Madison Missouri City, Texas"
2017-01-12T18:21:17-05:00,,Dead rodents and broken glass,"November 6th Street Memphis, Tennessee"
2017-01-12T18:20:55-05:00,,Trash Screening,"2115 James Madison Missouri City, Texas"
2017-01-12T18:20:12-05:00,,Trash Screening,"2111 James Madison Missouri City, Texas"
2017-01-12T18:19:32-05:00,,Trash Screening,"2039 James Madison Missouri City, Texas"
2017-01-12T18:18:45-05:00,,Trash Screening,"3015 Founder Ct Missouri City, Texas"
2017-01-12T18:18:00-05:00,,Trash Screening,"2023 James Madison Missouri City, Texas"
2017-01-12T18:17:17-05:00,,Trash Screening,"2011 James Madison Missouri City, Texas"
2017-01-12T18:15:53-05:00,2017-04-04T19:35:58-04:00,Volume of Sirens,"302-324 College Street New Haven, Connecticut"
2017-01-12T18:15:40-05:00,,Trash Screening,"3019 John Locke Ln Missouri City, Texas"
2017-01-12T18:14:53-05:00,,Traffic Signal Malfunctioning,"Glenwood Ave Raleigh, NC 27612, USA"
2017-01-12T18:14:48-05:00,,Trash Screening,"2002 Freedom Ct Missouri City, Texas"
2017-01-12T18:13:41-05:00,,Trash Screening,"3143 Lexington Lake Missouri City, Texas"
2017-01-12T18:12:45-05:00,,Trash Screening,"3147 Lexinton Lake Missouri City, Texas"
2017-01-12T17:57:31-05:00,,sinkhole abutting and underneath road,"23443 South Road Apple Valley, California"
2017-01-12T17:55:57-05:00,,Trash Screening,"3002 Lexington Lake Missouri City, Texas"
2017-01-12T17:55:23-05:00,,Other: Signs,"2360-2398 E 26th St Oakland, CA 94601, USA"
2017-01-12T17:54:35-05:00,,Other,"140 26th Ave N St. Petersburg, FL 33704, USA"
2017-01-12T17:53:42-05:00,,Multiple potholes,"5166 George Washington Memorial Hwy Hayes, VA 23072, USA"
2017-01-12T17:52:43-05:00,,Pot Holes,"200 South 350 West Millville, Utah"
2017-01-12T17:52:14-05:00,,Post to Neighbors,"10655 Oklahoma 120 Cameron, Oklahoma"
2017-01-12T17:49:44-05:00,,Building Violation,"2029 N Winchester Ave CHICAGO, IL 60614"
2017-01-12T17:42:30-05:00,,Street Repavement,"3406 Democrat Rd. Memphis, Tennessee"
2017-01-12T17:34:09-05:00,,City Manager - Contact/Question,"347 Maitland Drive Alameda, California"
2017-01-12T17:33:14-05:00,,Flooding related to city construction site,"1707 Eagle Ave Alameda, California"
2017-01-12T17:33:09-05:00,,Police Patrol Operations,"347 Maitland Drive Alameda, California"
2017-01-12T17:29:41-05:00,,Building Violation,"1121 N Lawndale Ave CHICAGO, IL 60651"
2017-01-12T17:16:22-05:00,,Big pothole intersection of Orleans and Knollwood ,"1024 Orleans Ave Hendersonville, NC 28791, USA"
2017-01-12T17:15:39-05:00,,Potholes,"52 West Crawford Street Richmond, Virginia"
2017-01-12T17:09:52-05:00,,Building Violation,851 N Ashland Ave
2017-01-12T17:09:35-05:00,,Abandoned Cars,"2405 E Clay St Richmond, VA 23223, USA"
2017-01-12T17:09:35-05:00,,Abandoned Cars,"2407 E Clay St Richmond, VA 23223, USA"
